               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  55,            0.019673,            0.032199,           0.0032322,             0.99552,             0.99507,             0.99463,             0.86573,             0.01514,            0.018827,           0.0015618,            0.004654,            0.004654,            0.004654
                  56,            0.019394,            0.032827,           0.0032013,             0.99598,             0.99689,             0.99454,             0.87744,            0.015718,            0.018997,           0.0014378,            0.004555,            0.004555,            0.004555
                  57,            0.018986,            0.031651,           0.0033095,             0.99642,             0.99585,             0.99454,             0.87433,            0.015999,            0.019112,           0.0013736,            0.004456,            0.004456,            0.004456
                  58,            0.018682,            0.032108,           0.0031122,             0.99358,             0.99664,             0.99464,             0.88521,            0.014805,            0.018352,           0.0013853,            0.004357,            0.004357,            0.004357
                  59,            0.018868,            0.031225,           0.0032654,             0.99596,             0.99748,             0.99463,             0.88491,            0.014315,            0.018019,           0.0013287,            0.004258,            0.004258,            0.004258
                  60,            0.018465,            0.031857,           0.0031611,             0.99395,             0.99608,             0.99453,               0.879,            0.014049,            0.018037,            0.001355,            0.004159,            0.004159,            0.004159
                  61,            0.017955,            0.031761,           0.0032066,             0.99453,             0.99534,             0.99445,             0.87766,            0.014515,             0.01805,           0.0013576,             0.00406,             0.00406,             0.00406
                  62,            0.018222,            0.030794,            0.003085,             0.99614,             0.99556,             0.99439,             0.87902,            0.014184,            0.018016,           0.0013516,            0.003961,            0.003961,            0.003961
                  63,            0.018384,            0.031133,           0.0030558,             0.99583,             0.99397,             0.99437,             0.88641,             0.01335,            0.017649,           0.0013118,            0.003862,            0.003862,            0.003862
                  64,            0.017825,            0.030584,           0.0030115,             0.99664,             0.99626,              0.9945,             0.89411,            0.013543,            0.017536,           0.0011903,            0.003763,            0.003763,            0.003763
                  65,            0.017699,            0.029894,           0.0026724,             0.99627,             0.99685,             0.99467,             0.88948,            0.013578,            0.017259,           0.0011697,            0.003664,            0.003664,            0.003664
                  66,            0.017337,            0.029852,            0.002995,             0.99576,             0.99707,             0.99468,             0.89731,            0.013002,            0.016956,           0.0011726,            0.003565,            0.003565,            0.003565
                  67,            0.017287,            0.029399,           0.0028838,             0.99418,              0.9978,             0.99472,             0.90123,            0.012235,            0.016437,           0.0012343,            0.003466,            0.003466,            0.003466
                  68,             0.01704,            0.029195,           0.0030898,             0.99574,             0.99732,              0.9948,             0.90397,            0.012151,            0.016227,           0.0012504,            0.003367,            0.003367,            0.003367
                  69,            0.016567,             0.02826,           0.0029967,             0.99533,             0.99661,             0.99479,             0.90367,            0.011978,             0.01595,           0.0011703,            0.003268,            0.003268,            0.003268
                  70,            0.016757,            0.029105,           0.0027295,             0.99527,             0.99627,             0.99477,             0.90254,            0.012502,            0.016448,           0.0011013,            0.003169,            0.003169,            0.003169
                  71,            0.016392,            0.029327,           0.0027149,             0.99483,             0.99768,             0.99467,              0.8998,             0.01269,            0.016901,           0.0010728,             0.00307,             0.00307,             0.00307
                  72,            0.016295,            0.029888,           0.0025507,             0.99541,             0.99748,             0.99472,             0.90178,            0.011654,            0.015987,           0.0010712,            0.002971,            0.002971,            0.002971
                  73,            0.015953,            0.029268,           0.0025914,             0.99662,             0.99624,             0.99463,             0.90853,            0.011437,            0.015664,           0.0010617,            0.002872,            0.002872,            0.002872
                  74,            0.015997,            0.027829,           0.0026051,             0.99503,             0.99798,             0.99453,             0.90931,            0.011843,            0.015915,           0.0010525,            0.002773,            0.002773,            0.002773
                  75,            0.015813,            0.027815,           0.0025857,             0.99638,               0.997,             0.99476,             0.91928,            0.011557,            0.015263,           0.0010331,            0.002674,            0.002674,            0.002674
                  76,             0.01508,            0.027963,           0.0024612,             0.99592,             0.99648,             0.99479,             0.91228,            0.011827,            0.015597,           0.0010165,            0.002575,            0.002575,            0.002575
                  77,            0.015505,            0.028761,           0.0026147,             0.99431,              0.9985,             0.99481,             0.91982,             0.01092,            0.015183,          0.00097663,            0.002476,            0.002476,            0.002476
                  78,            0.015012,            0.026159,           0.0024316,             0.99384,             0.99891,             0.99482,             0.92287,            0.011147,            0.015501,          0.00092493,            0.002377,            0.002377,            0.002377
                  79,            0.015022,             0.02654,           0.0023876,             0.99537,             0.99646,              0.9948,             0.92322,            0.010359,            0.014658,          0.00092241,            0.002278,            0.002278,            0.002278
                  80,            0.014517,             0.02658,           0.0022862,             0.99421,               0.998,             0.99479,             0.93058,             0.01026,            0.014416,          0.00093423,            0.002179,            0.002179,            0.002179
                  81,            0.014432,            0.026274,           0.0023642,             0.99673,             0.99579,             0.99482,             0.92545,            0.010405,            0.014473,          0.00092845,             0.00208,             0.00208,             0.00208
                  82,            0.014362,            0.026533,           0.0023171,             0.99532,             0.99698,              0.9948,              0.9244,            0.010383,            0.014535,          0.00090572,            0.001981,            0.001981,            0.001981
                  83,            0.014031,            0.026569,           0.0021371,             0.99465,             0.99831,             0.99492,             0.92886,            0.010309,            0.014378,          0.00088439,            0.001882,            0.001882,            0.001882
                  84,            0.013871,            0.025693,           0.0020685,             0.99548,             0.99711,             0.99493,             0.92827,            0.010206,            0.014301,          0.00085116,            0.001783,            0.001783,            0.001783
                  85,            0.013695,             0.02497,           0.0022546,             0.99458,             0.99864,             0.99489,             0.93155,           0.0099365,            0.013993,          0.00081952,            0.001684,            0.001684,            0.001684
                  86,            0.013772,            0.025885,           0.0019136,             0.99459,             0.99807,             0.99488,             0.93416,           0.0097053,            0.013621,          0.00080819,            0.001585,            0.001585,            0.001585
                  87,            0.013661,            0.025629,           0.0023074,             0.99528,             0.99762,             0.99483,             0.92863,           0.0098343,            0.013867,          0.00080043,            0.001486,            0.001486,            0.001486
                  88,            0.013337,            0.025642,           0.0019185,             0.99505,             0.99825,             0.99497,             0.93456,           0.0095444,            0.013636,          0.00078519,            0.001387,            0.001387,            0.001387
                  89,            0.013448,            0.024357,           0.0021628,             0.99614,             0.99745,             0.99498,             0.93712,           0.0094885,            0.013454,          0.00076502,            0.001288,            0.001288,            0.001288
                  90,            0.012983,            0.024968,           0.0018553,             0.99493,             0.99923,             0.99498,             0.93945,           0.0094531,            0.013501,           0.0007463,            0.001189,            0.001189,            0.001189
                  91,            0.013151,            0.024405,           0.0020365,             0.99569,             0.99805,             0.99496,              0.9403,           0.0093375,            0.013421,          0.00073327,             0.00109,             0.00109,             0.00109
                  92,            0.012648,            0.024269,           0.0018006,             0.99549,             0.99847,             0.99494,             0.94259,           0.0092625,            0.013322,          0.00072379,            0.000991,            0.000991,            0.000991
                  93,            0.012899,            0.024643,           0.0018032,             0.99564,             0.99858,             0.99493,             0.94384,           0.0092212,            0.013309,           0.0007018,            0.000892,            0.000892,            0.000892
                  94,            0.012594,            0.025477,           0.0020427,             0.99526,             0.99887,             0.99498,             0.94612,           0.0089529,            0.013096,           0.0006854,            0.000793,            0.000793,            0.000793
                  95,            0.012232,            0.023462,           0.0022267,             0.99494,              0.9986,             0.99499,              0.9481,           0.0089365,            0.012969,          0.00067385,            0.000694,            0.000694,            0.000694
                  96,             0.01217,            0.024392,           0.0019715,             0.99512,             0.99869,             0.99499,             0.94717,           0.0088233,            0.012809,          0.00067118,            0.000595,            0.000595,            0.000595
                  97,            0.012316,            0.023698,           0.0018558,             0.99523,             0.99854,             0.99498,             0.94824,           0.0087835,            0.012752,          0.00065925,            0.000496,            0.000496,            0.000496
                  98,             0.01226,            0.023835,           0.0018716,             0.99518,             0.99808,             0.99498,             0.95115,           0.0086828,            0.012698,          0.00064672,            0.000397,            0.000397,            0.000397
                  99,            0.011827,            0.023039,            0.002031,             0.99485,             0.99863,             0.99498,             0.95302,           0.0086527,            0.012634,           0.0006372,            0.000298,            0.000298,            0.000298
