               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.018676,            0.022686,           0.0030012,             0.99614,             0.99696,             0.99465,             0.93447,           0.0097898,           0.0098719,          0.00065473,             0.00298,             0.00298,             0.00298
                 158,            0.018123,            0.021323,           0.0027417,              0.9954,             0.99592,             0.99466,             0.92736,            0.010157,            0.010152,          0.00065738,            0.002935,            0.002935,            0.002935
                 159,            0.018516,            0.024077,           0.0028985,             0.99594,             0.99729,              0.9947,             0.93352,           0.0098669,           0.0099367,          0.00061508,             0.00289,             0.00289,             0.00289
                 160,            0.018272,            0.023567,           0.0027366,              0.9967,              0.9971,             0.99468,             0.93742,           0.0097587,           0.0097835,          0.00058272,            0.002845,            0.002845,            0.002845
                 161,            0.019601,            0.023755,           0.0032162,             0.99613,             0.99691,             0.99465,             0.93571,           0.0097709,           0.0098272,          0.00057692,              0.0028,              0.0028,              0.0028
                 162,            0.017665,            0.022311,           0.0026979,              0.9959,             0.99813,             0.99467,              0.9388,           0.0097051,           0.0098285,          0.00058071,            0.002755,            0.002755,            0.002755
                 163,             0.01806,            0.021093,           0.0027288,             0.99548,             0.99825,             0.99472,             0.93532,           0.0096493,           0.0097522,          0.00062819,             0.00271,             0.00271,             0.00271
                 164,             0.01751,            0.020238,           0.0028283,             0.99653,             0.99634,              0.9947,             0.93523,            0.009829,           0.0097797,          0.00064817,            0.002665,            0.002665,            0.002665
                 165,            0.017462,            0.021877,           0.0026491,             0.99576,             0.99664,             0.99469,              0.9285,           0.0099523,           0.0098364,          0.00062826,             0.00262,             0.00262,             0.00262
                 166,            0.018127,            0.022015,           0.0028189,             0.99587,             0.99725,             0.99478,             0.93319,           0.0097934,           0.0098216,          0.00059534,            0.002575,            0.002575,            0.002575
                 167,             0.01763,            0.021683,           0.0028796,             0.99649,              0.9958,             0.99474,             0.94214,           0.0092942,           0.0096142,          0.00055886,             0.00253,             0.00253,             0.00253
                 168,            0.017347,            0.022837,           0.0026522,              0.9954,             0.99709,             0.99476,             0.93942,           0.0093878,           0.0097493,          0.00055793,            0.002485,            0.002485,            0.002485
                 169,            0.017867,             0.02211,           0.0027162,             0.99476,             0.99705,             0.99476,              0.9423,           0.0092545,           0.0096387,          0.00057747,             0.00244,             0.00244,             0.00244
                 170,            0.017089,            0.021084,            0.002738,             0.99407,             0.99614,             0.99472,             0.94005,            0.009519,           0.0098237,          0.00059196,            0.002395,            0.002395,            0.002395
                 171,            0.018252,            0.022736,            0.003121,             0.99547,             0.99775,             0.99469,             0.94593,           0.0092326,           0.0094854,          0.00057604,             0.00235,             0.00235,             0.00235
                 172,            0.017635,            0.021565,           0.0028368,             0.99415,             0.99684,             0.99471,              0.9478,           0.0090065,           0.0093103,          0.00056689,            0.002305,            0.002305,            0.002305
                 173,            0.017821,            0.023268,           0.0029492,             0.99606,             0.99716,             0.99475,             0.94942,           0.0090552,           0.0095383,          0.00054827,             0.00226,             0.00226,             0.00226
                 174,            0.017436,            0.021046,           0.0026901,             0.99566,             0.99732,             0.99481,             0.94159,           0.0092474,           0.0095744,          0.00054238,            0.002215,            0.002215,            0.002215
                 175,            0.015607,             0.02118,           0.0022328,             0.99669,             0.99641,             0.99481,             0.93957,           0.0093111,           0.0097665,          0.00052083,             0.00217,             0.00217,             0.00217
                 176,            0.015987,            0.020683,           0.0022629,             0.99635,             0.99738,             0.99482,             0.94341,           0.0090262,           0.0095321,          0.00050986,            0.002125,            0.002125,            0.002125
                 177,               0.017,            0.020712,           0.0027527,             0.99577,             0.99763,             0.99483,             0.94572,           0.0089489,           0.0094225,          0.00051869,             0.00208,             0.00208,             0.00208
                 178,            0.017526,            0.021396,           0.0029192,             0.99675,             0.99821,             0.99483,             0.95189,            0.008736,           0.0092688,          0.00053741,            0.002035,            0.002035,            0.002035
                 179,            0.016496,            0.020154,           0.0026055,             0.99585,             0.99757,             0.99481,             0.94744,           0.0088888,           0.0092553,           0.0005424,             0.00199,             0.00199,             0.00199
                 180,            0.016571,            0.020821,           0.0027033,             0.99635,             0.99748,             0.99478,             0.95314,           0.0087522,           0.0092033,          0.00052277,            0.001945,            0.001945,            0.001945
                 181,            0.017322,            0.020695,           0.0027358,             0.99521,             0.99878,             0.99476,             0.94928,           0.0088102,           0.0092776,          0.00051814,              0.0019,              0.0019,              0.0019
                 182,            0.017162,            0.021889,           0.0027883,             0.99493,             0.99827,             0.99476,             0.95421,           0.0086608,           0.0089986,           0.0005121,            0.001855,            0.001855,            0.001855
                 183,            0.015758,            0.019616,           0.0023585,             0.99606,             0.99644,             0.99477,              0.9555,           0.0086844,           0.0090589,          0.00049598,             0.00181,             0.00181,             0.00181
                 184,            0.016582,             0.02114,           0.0025454,             0.99508,             0.99917,             0.99474,             0.95445,           0.0085569,           0.0089882,          0.00048535,            0.001765,            0.001765,            0.001765
                 185,            0.016726,            0.021045,           0.0027389,             0.99523,              0.9989,             0.99476,             0.95537,           0.0086178,           0.0089311,          0.00048044,             0.00172,             0.00172,             0.00172
                 186,            0.015832,            0.019878,            0.002436,             0.99768,             0.99686,             0.99483,              0.9534,           0.0085011,           0.0088756,          0.00047251,            0.001675,            0.001675,            0.001675
                 187,            0.016311,            0.019103,           0.0024983,             0.99703,             0.99718,             0.99483,             0.95376,           0.0086074,           0.0089328,          0.00046669,             0.00163,             0.00163,             0.00163
                 188,            0.016245,            0.021634,           0.0026163,             0.99621,             0.99827,              0.9948,             0.95801,           0.0084498,           0.0089296,          0.00045777,            0.001585,            0.001585,            0.001585
                 189,            0.016626,            0.019518,           0.0027178,             0.99638,             0.99778,             0.99481,             0.95866,           0.0082932,           0.0087543,          0.00045042,             0.00154,             0.00154,             0.00154
                 190,            0.015726,            0.018718,           0.0023468,             0.99567,              0.9981,             0.99484,             0.96041,            0.008183,           0.0086822,          0.00044539,            0.001495,            0.001495,            0.001495
                 191,            0.016817,            0.020703,           0.0027154,             0.99609,             0.99884,             0.99482,             0.96021,           0.0082635,           0.0086032,          0.00043747,             0.00145,             0.00145,             0.00145
                 192,            0.015954,            0.020343,           0.0023937,             0.99613,             0.99841,              0.9948,              0.9574,           0.0082682,           0.0086525,          0.00043416,            0.001405,            0.001405,            0.001405
                 193,             0.01575,            0.021026,           0.0022724,             0.99674,             0.99813,             0.99483,             0.95885,           0.0080903,           0.0086174,          0.00042753,             0.00136,             0.00136,             0.00136
                 194,            0.015463,            0.019244,           0.0023788,             0.99591,             0.99881,             0.99486,             0.95611,           0.0081346,           0.0085548,          0.00041525,            0.001315,            0.001315,            0.001315
                 195,            0.015156,            0.018977,           0.0022267,             0.99622,             0.99839,             0.99485,              0.9568,           0.0081144,           0.0085071,          0.00040623,             0.00127,             0.00127,             0.00127
                 196,            0.015255,            0.019626,           0.0023898,             0.99648,             0.99736,             0.99486,              0.9612,           0.0080471,           0.0084199,          0.00040581,            0.001225,            0.001225,            0.001225
                 197,            0.016735,            0.020924,           0.0027817,             0.99737,             0.99619,             0.99487,             0.96126,           0.0080623,           0.0083928,          0.00040312,             0.00118,             0.00118,             0.00118
                 198,            0.015852,            0.019319,           0.0023153,             0.99636,             0.99755,             0.99486,             0.96292,           0.0079604,           0.0084116,          0.00040079,            0.001135,            0.001135,            0.001135
                 199,            0.015685,            0.019133,           0.0024213,             0.99792,             0.99614,             0.99482,             0.96042,           0.0080298,           0.0086219,          0.00039947,             0.00109,             0.00109,             0.00109
